# timestamps [seconds],pts
91057.122246,276241
91057.145966,277796
91057.188676,280595
91057.212517,282157
91057.257218,285087
91057.279717,286561
91057.298691,287805
91057.336907,290309
91057.372666,292653
91057.413666,295339
91057.430916,296470
91057.469102,298972
91057.501771,301113
91057.539399,303579
91057.559151,304874
91057.601693,307662
91057.635308,309865
91057.675080,312471
91057.693780,313697
91057.732438,316230
91057.769021,318628
91057.814187,321588
91057.840157,323290
91057.881760,326016
91057.904893,327532
91057.947129,330300
91057.971078,331869
91058.015534,334783
91058.038651,336298
91058.083855,339260
91058.106705,340758
91058.149071,343534
91058.172234,345052
91058.216515,347954
91058.233430,349063
91058.274453,351751
91058.291787,352887
91058.331406,355484
91058.363572,357592
91058.402207,360124
91058.436959,362401
91058.474290,364847
91058.494523,366173
91058.533990,368760
91058.567101,370930
91058.604447,373377
91058.622315,374548
91058.663521,377249
91058.708817,380217
91058.753930,383174
91058.777466,384716
91058.821290,387588
91058.845048,389145
91058.889184,392038
91058.912026,393534
91058.938592,395275
91058.976800,397779
91059.001328,399387
91059.042191,402065
91059.088227,405082
91059.111245,406590
91059.154732,409440
91059.178162,410976
91059.214028,413326
91059.231011,414439
91059.269456,416959
91059.304421,419250
91059.342751,421762
91059.360215,422907
91059.400933,425575
91059.434579,427780
91059.472298,430252
91059.507600,432565
91059.531075,434104
91059.562333,436152
91059.601578,438724
91059.645791,441622
91059.670479,443240
91059.713792,446078
91059.737977,447663
91059.780640,450459
91059.804223,452005
91059.846749,454792
91059.869858,456306
91059.913788,459185
91059.937943,460768
91059.981248,463606
91060.007127,465302
91060.048058,467984
91060.071984,469552
91060.115029,472373
91060.139886,474002
91060.172249,476123
91060.198098,477817
91060.231713,480020
91060.271538,482630
91060.308900,485079
91060.331559,486564
91060.365372,488780
91060.407845,491563
91060.424660,492665
91060.463875,495235
91060.496682,497385
91060.535088,499902
91060.567055,501997
91060.606812,504602
91060.628594,506030
91060.674279,509024
91060.718270,511907
91060.742867,513519
91060.785523,516314
91060.808495,517820
91060.852227,520686
91060.877442,522338
91060.919572,525099
91060.944253,526716
91060.987336,529540
91061.011246,531107
91061.053872,533900
91061.077668,535460
91061.111466,537675
91061.134385,539177
91061.166794,541301
91061.206780,543921
91061.223801,545037
91061.265397,547763
91061.297257,549851
91061.340844,552707
91061.360192,553975
91061.403458,556811
91061.442391,559362
91061.468606,561080
91061.505707,563511
91061.535767,565481
91061.578088,568255
91061.604417,569980
91061.646409,572732
91061.670273,574296
91061.711976,577029
91061.736390,578629
91061.779954,581484
91061.805253,583142
91061.846924,585873
91061.870942,587447
91061.913270,590221
91061.937813,591829
91061.979775,594579
91062.006486,596330
91062.047089,598991
91062.068886,600419
91062.103738,602703
91062.142281,605229
91062.162003,606522
91062.199456,608976
91062.232957,611172
91062.272072,613735
91062.305596,615932
91062.327691,617380
91062.363267,619712
91062.408547,622679
91062.442620,624912
91062.466500,626477
91062.516205,629734
91062.540940,631355
91062.583008,634112
91062.608132,635759
91062.650239,638518
91062.675996,640206
91062.718606,642999
91062.742936,644593
91062.784768,647335
91062.808686,648902
91062.852311,651761
91062.875710,653295
91062.918481,656097
91062.942422,657666
91062.985398,660483
91063.010064,662099
91063.044991,664388
91063.067307,665851
91063.098542,667898
91063.136506,670386
91063.168229,672465
91063.209183,675149
91063.226250,676267
91063.265076,678812
91063.298707,681016
91063.337533,683560
91063.371819,685807
91063.393746,687244
91063.428109,689496
91063.465890,691972
91063.510506,694896
91063.534859,696492
91063.576554,699224
91063.602334,700914
91063.645028,703712
91063.669144,705292
91063.712022,708102
91063.735734,709656
91063.778222,712441
91063.803719,714112
91063.845811,716870
91063.869561,718427
91063.912202,721221
91063.935982,722779
91063.969613,724983
91064.007172,727445
91064.026299,728698
91064.065079,731240
91064.098069,733402
91064.137383,735978
91064.170319,738137
91064.209023,740673
91064.227929,741912
91064.265778,744393
91064.302979,746831
91064.341103,749329
91064.358956,750499
91064.397195,753005
91064.438698,755725
91064.482232,758578
91064.505440,760099
91064.549653,762996
91064.572289,764480
91064.616135,767353
91064.639939,768913
91064.683320,771756
91064.706780,773294
91064.750542,776162
91064.773530,777668
91064.817567,780554
91064.841393,782116
91064.880013,784647
91064.897874,785817
91064.933633,788160
91064.966706,790328
91065.007500,793001
91065.025902,794207
91065.067231,796916
91065.097413,798894
91065.134469,801322
91065.168130,803528
91065.209038,806209
91065.226441,807350
91065.265908,809936
91065.298012,812040
91065.342545,814959
91065.367058,816565
91065.410454,819409
91065.434807,821005
91065.477074,823775
91065.500092,825283
91065.543008,828096
91065.566598,829642
91065.609986,832485
91065.634583,834097
91065.677094,836883
91065.700692,838430
91065.744416,841295
91065.768014,842842
91065.805352,845289
91065.825326,846598
91065.864556,849169
91065.898125,851369
91065.935075,853790
91065.968400,855974
91066.006913,858498
91066.026925,859809
91066.068871,862558
91066.102372,864754
91066.144631,867523
91066.161790,868648
91066.202996,871348
91066.242959,873967
91066.266389,875503
91066.303277,877920
91066.347031,880788
91066.370286,882312
91066.415497,885274
91066.439171,886826
91066.482094,889639
91066.504784,891126
91066.549004,894024
91066.572800,895583
91066.616753,898464
91066.639168,899933
91066.682778,902791
91066.705964,904310
91066.743737,906786
91066.764382,908139
91066.801675,910583
91066.833787,912687
91066.873215,915271
91066.890992,916436
91066.930947,919054
91066.965089,921292
91067.006882,924031
91067.025384,925243
91067.066842,927960
91067.100526,930168
91067.136651,932535
91067.174920,935043
91067.218995,937932
91067.243760,939555
91067.286576,942361
91067.308846,943820
91067.353081,946719
91067.378915,948412
91067.428651,951671
91067.449319,953026
91067.472748,954561
91067.510178,957014
91067.534310,958596
91067.577050,961397
91067.621506,964310
91067.645241,965866
91067.688744,968717
91067.706238,969863
91067.744012,972339
91067.762170,973529
91067.799523,975977
91067.834298,978256
91067.873666,980836
91067.892174,982049
91067.929574,984499
91067.961007,986559
91068.000901,989174
91068.038262,991622
91068.084679,994664
91068.102555,995836
91068.146195,998696
91068.169831,1000245
91068.213029,1003076
91068.236947,1004643
91068.279458,1007429
91068.302994,1008972
91068.347535,1011891
91068.370209,1013377
91068.414254,1016263
91068.438851,1017875
91068.481705,1020683
91068.504571,1022182
91068.548943,1025090
91068.571084,1026541
91068.614876,1029411
91068.638619,1030967
91068.678635,1033589
91068.694756,1034646
91068.732979,1037151
91068.768449,1039475
91068.807275,1042020
91068.825211,1043195
91068.864266,1045755
91068.898080,1047971
91068.936768,1050506
91068.968583,1052591
91069.007607,1055148
91069.025712,1056335
91069.067277,1059059
91069.118241,1062399
91069.142594,1063995
91069.184540,1066744
91069.209038,1068349
91069.251542,1071135
91069.275872,1072729
91069.319009,1075556
91069.344933,1077255
91069.386323,1079968
91069.410767,1081569
91069.454224,1084417
91069.477326,1085931
91069.520432,1088756
91069.543397,1090261
91069.587311,1093139
91069.611939,1094753
91069.645280,1096938
91069.667878,1098419
91069.699662,1100502
91069.740571,1103183
91069.758042,1104328
91069.799958,1107075
91069.833497,1109273
91069.871201,1111744
91069.889420,1112938
91069.926606,1115375
91069.960267,1117581
91070.000397,1120211
91070.033738,1122396
91070.078522,1125331
91070.101578,1126842
91070.145478,1129719
91070.169755,1131310
91070.211610,1134053
91070.235169,1135597
91070.280106,1138542
91070.302781,1140028
91070.347153,1142936
91070.369263,1144385
91070.414185,1147328
91070.438004,1148889
91070.480637,1151683
91070.503220,1153163
91070.546723,1156014
91070.570695,1157585
91070.609635,1160137
91070.631547,1161573
91070.670762,1164143
91070.704270,1166339
91070.743027,1168879
91070.763093,1170194
91070.804597,1172914
91070.838242,1175119
91070.860902,1176604
91070.894532,1178808
91070.931840,1181253
91070.966340,1183514
91071.005875,1186105
91071.050934,1189058
91071.075654,1190678
91071.118333,1193475
91071.142167,1195037
91071.184128,1197787
91071.207978,1199350
91071.250794,1202156
91071.275635,1203784
91071.318162,1206571
91071.342484,1208165
91071.385071,1210956
91071.409104,1212530
91071.454392,1215498
91071.475922,1216909
91071.520142,1219807
91071.543488,1221337
91071.575059,1223406
91071.601197,1225119
91071.637910,1227525
91071.677003,1230087
91071.694565,1231238
91071.732697,1233737
91071.770158,1236192
91071.813843,1239055
91071.835465,1240472
91071.878129,1243268
91071.897111,1244512
91071.937104,1247133
91071.972886,1249478
91071.995133,1250936
91072.033601,1253457
91072.078492,1256399
91072.101151,1257884
91072.144471,1260723
91072.169526,1262365
91072.212174,1265160
91072.235215,1266670
91072.279450,1269569
91072.301819,1271035
91072.345994,1273930
91072.369019,1275439
91072.412797,1278307
91072.435792,1279814
91072.480408,1282738
91072.503129,1284227
91072.539841,1286633
91072.560273,1287972
91072.599763,1290560
91072.636552,1292971
91072.673218,1295374
91072.690461,1296504
91072.728730,1299012
91072.759949,1301058
91072.798386,1303577
91072.829941,1305645
91072.868684,1308184
91072.903977,1310497
91072.942216,1313003
91072.961777,1314285
91073.004395,1317078
91073.050507,1320100
91073.073853,1321630
91073.116715,1324439
91073.140580,1326003
91073.183854,1328839
91073.209077,1330492
91073.250825,1333228
91073.274872,1334804
91073.317475,1337596
91073.342911,1339263
91073.385010,1342022
91073.408433,1343556
91073.453477,1346508
91073.478440,1348144
91073.516587,1350644
91073.540391,1352204
91073.575318,1354493
91073.596894,1355907
91073.630784,1358128
91073.670212,1360712
91073.704041,1362929
91073.725800,1364355
91073.758713,1366512
91073.798539,1369122
91073.831681,1371294
91073.872529,1373971
91073.891282,1375200
91073.931946,1377865
91073.976700,1380798
91074.022050,1383770
91074.045441,1385303
91074.088578,1388130
91074.112336,1389687
91074.155976,1392547
91074.178727,1394038
91074.202042,1395566
91074.244126,1398324
91074.269059,1399958
91074.311692,1402752
91074.335923,1404340
91074.378815,1407151
91074.402497,1408703
91074.435242,1410848
91074.477692,1413630
91074.493531,1414668
91074.534745,1417369
91074.568650,1419591
91074.607011,1422105
91074.627091,1423421
91074.670197,1426246
91074.703126,1428404
91074.739075,1430760
91074.754807,1431791
91074.807648,1435254
91074.823838,1436315
91074.870774,1439391
91074.914628,1442265
91074.939515,1443896
91074.981202,1446628
91075.006501,1448286
91075.049729,1451119
91075.073548,1452680
91075.115388,1455422
91075.139832,1457024
91075.183289,1459872
91075.208085,1461497
91075.250718,1464291
91075.274781,1465868
91075.317246,1468651
91075.340867,1470199
91075.376511,1472535
91075.401398,1474166
91075.433793,1476288
91075.475022,1478990
91075.492173,1480114
91075.530961,1482656
91075.565491,1484919
91075.600968,1487244
91075.634690,1489454
91075.677598,1492266
91075.696717,1493519
91075.737199,1496172
91075.768281,1498209
91075.809128,1500886
91075.830826,1502308
91075.875184,1505215
91075.899033,1506778
91075.942399,1509620
91075.988831,1512663
91076.011002,1514116
91076.053834,1516923
91076.078232,1518522
91076.121186,1521337
91076.144990,1522897
91076.189759,1525831
91076.213441,1527383
91076.233857,1528721
91076.277466,1531579
91076.301423,1533149
91076.338090,1535552
91076.357651,1536834
91076.394211,1539230
91076.428498,1541476
91076.468293,1544084
91076.501023,1546229
91076.540116,1548791
91076.558549,1549999
91076.597504,1552552
91076.629029,1554618
91076.667908,1557166
91076.702393,1559426
91076.740037,1561893
91076.760407,1563228
91076.802598,1565993
91076.847138,1568912
91076.872788,1570593
91076.914475,1573325
91076.938416,1574894
91076.981507,1577718
91077.006074,1579328
91077.048615,1582116
91077.073441,1583743
91077.115327,1586488
91077.139756,1588089
91077.182542,1590893
91077.206315,1592451
91077.250642,1595356
91077.272767,1596806
91077.307297,1599069
91077.332642,1600730
91077.372666,1603353
91077.411332,1605886
91077.428910,1607038
91077.468262,1609617
91077.502381,1611853
91077.541138,1614393
91077.560288,1615648
91077.601914,1618376
91077.635361,1620568
91077.674836,1623155
91077.697282,1624626
91077.736252,1627180
91077.774079,1629659
91077.819215,1632617
91077.842652,1634153
91077.885865,1636985
91077.909806,1638554
91077.953538,1641420
91077.977280,1642976
91078.019990,1645775
91078.043656,1647326
91078.086747,1650150
91078.111024,1651741
91078.154313,1654578
91078.178574,1656168
91078.216325,1658642
91078.234315,1659821
91078.276780,1662604
91078.296265,1663881
91078.339951,1666744
91078.359070,1667997
91078.400254,1670696
91078.433015,1672842
91078.473237,1675478
91078.491654,1676685
91078.530839,1679253
91078.564469,1681457
91078.601060,1683855
91078.635102,1686086
91078.679276,1688981
91078.702271,1690488
91078.746430,1693382
91078.770188,1694939
91078.813416,1697772
91078.836671,1699296
91078.880341,1702158
91078.903458,1703673
91078.946381,1706486
91078.970215,1708048
91079.014268,1710935
91079.037553,1712461
91079.081208,1715322
91079.104035,1716818
91079.148179,1719711
91079.171815,1721260
91079.211549,1723864
91079.229264,1725025
91079.268235,1727579
91079.299088,1729601
91079.340699,1732328
91079.357316,1733417
91079.396104,1735959
91079.431489,1738277
91079.472459,1740962
91079.506135,1743169
91079.528489,1744634
91079.562577,1746868
91079.604645,1749625
91079.639741,1751925
91079.684724,1754873
91079.707200,1756346
91079.752198,1759295
91079.775742,1760838
91079.818268,1763625
91079.842606,1765220
91079.885132,1768007
91079.908311,1769526
91079.952820,1772443
91079.975892,1773955
91080.020051,1776849
91080.042161,1778298
91080.086625,1781212
91080.110840,1782799
91080.148774,1785285
91080.167679,1786524
91080.208802,1789219
91080.225770,1790331
91080.268830,1793153
91080.302582,1795365
91080.343232,1798029
91080.359009,1799063
91080.399293,1801703
91080.434846,1804032
91080.472764,1806517
91080.491975,1807776
91080.533845,1810520
91080.567216,1812707
91080.613969,1815771
91080.634644,1817126
91080.678483,1819999
91080.701325,1821496
91080.745225,1824373
91080.769089,1825937
91080.813462,1828845
91080.836991,1830387
91080.879975,1833204
91080.901993,1834647
91080.946351,1837554
91080.968888,1839031
91081.014222,1842002
91081.037583,1843533
91081.073533,1845889
91081.093461,1847195
91081.130295,1849609
91081.163010,1851753
91081.203919,1854434
91081.237305,1856622
91081.283082,1859622
91081.298966,1860663
91081.339997,1863352
91081.357819,1864520
91081.395173,1866968
91081.429795,1869236
91081.472886,1872060
91081.509034,1874429
91081.529847,1875793
91081.571564,1878527
91081.617417,1881532
91081.641083,1883083
91081.683915,1885890
91081.707215,1887417
91081.750565,1890258
91081.774399,1891820
91081.819367,1894767
91081.841172,1896196
91081.884675,1899047
91081.907746,1900559
91081.951523,1903428
91081.973786,1904887
91082.014664,1907566
91082.033906,1908827
91082.074418,1911482
91082.091477,1912600
91082.130402,1915151
91082.164567,1917390
91082.201539,1919813
91082.234711,1921987
91082.276215,1924707
91082.294709,1925919
91082.332139,1928372
91082.365494,1930558
91082.405335,1933169
91082.444932,1935763
91082.468644,1937317
91082.510361,1940051
91082.555039,1942979
91082.579209,1944563
91082.622620,1947408
91082.645066,1948879
91082.668549,1950418
91082.711564,1953237
91082.736878,1954896
91082.778901,1957650
91082.802460,1959194
91082.845902,1962041
91082.871445,1963715
91082.913392,1966464
91082.937592,1968050
91082.971009,1970240
91082.993958,1971744
91083.027711,1973956
91083.069398,1976688
91083.102372,1978849
91083.141419,1981408
91083.159623,1982601
91083.197632,1985092
91083.230698,1987259
91083.269807,1989822
91083.303086,1992003
91083.339631,1994398
91083.356003,1995471
91083.396470,1998123
91083.437699,2000824
91083.481934,2003723
91083.506180,2005312
91083.549927,2008179
91083.571747,2009609
91083.615784,2012495
91083.639649,2014059
91083.682725,2016882
91083.707123,2018481
91083.750916,2021351
91083.773591,2022837
91083.818528,2025782
91083.841401,2027281
91083.884217,2030087
91083.901093,2031193
91083.940354,2033766
91083.974320,2035992
91083.997513,2037512
91084.034074,2039908
91084.075410,2042617
91084.093079,2043775
91084.132371,2046350
91084.163972,2048421
91084.207902,2051300
91084.226304,2052506
91084.264039,2054979
91084.297867,2057196
91084.342881,2060146
91084.386643,2063014
91084.411393,2064635
91084.454926,2067488
91084.479706,2069112
91084.521195,2071831
91084.545014,2073392
91084.587266,2076161
91084.611771,2077767
91084.655396,2080626
91084.680222,2082253
91084.722245,2085007
91084.746308,2086584
91084.788788,2089368
91084.814179,2091032
91084.855302,2093727
91084.878236,2095230
91084.911881,2097435
91084.933915,2098879
91084.968537,2101148
91085.005295,2103557
91085.025849,2104904
91085.068085,2107672
91085.103181,2109972
91085.145341,2112735
91085.162583,2113865
91085.202683,2116493
91085.236817,2118730
91085.274262,2121184
91085.293336,2122434
91085.336442,2125259
91085.380540,2128149
91085.404893,2129745
91085.448014,2132570
91085.473054,2134211
91085.514390,2136920
91085.539185,2138545
91085.581589,2141324
91085.606049,2142927
91085.649567,2145779
91085.672288,2147268
91085.715867,2150124
91085.741059,2151775
91085.783005,2154524
91085.806931,2156092
91085.843476,2158487
91085.866303,2159983
91085.899384,2162151
91085.934586,2164458
91085.966645,2166559
91086.006211,2169152
91086.022477,2170218
91086.062501,2172841
91086.095383,2174996
91086.133790,2177513
91086.167115,2179697
91086.207596,2182350
91086.226853,2183612
91086.267075,2186248
91086.307465,2188895
91086.352524,2191848
91086.375687,2193366
91086.420472,2196300
91086.443955,2197839
91086.487672,2200704
91086.509019,2202103
91086.553956,2205048
91086.577653,2206601
91086.620881,2209434
91086.644730,2210997
91086.688386,2213858
91086.711426,2215368
91086.754334,2218180
91086.771668,2219316
91086.813920,2222085
91086.831986,2223269
91086.869462,2225725
91086.901490,2227824
91086.938142,2230226
91086.958588,2231566
91087.000077,2234285
91087.034486,2236540
91087.073884,2239122
91087.091080,2240249
91087.129349,2242757
91087.163972,2245026
91087.202103,2247525
91087.246262,2250419
91087.269822,2251963
91087.313309,2254813
91087.338349,2256454
91087.380845,2259239
91087.407883,2261010
91087.446717,2263555
91087.471039,2265149
91087.514497,2267997
91087.540528,2269703
91087.581925,2272416
91087.604325,2273884
91087.647477,2276712
91087.671830,2278308
91087.715272,2281155
91087.738816,2282698
91087.774491,2285036
91087.798722,2286624
91087.835404,2289028
91087.873307,2291512
91087.890137,2292615
91087.926682,2295010
91087.959199,2297141
91087.996461,2299583
91088.028443,2301679
91088.068467,2304302
91088.101990,2306499
91088.140626,2309031
91088.164292,2310582
91088.206635,2313357
91088.251298,2316284
91088.275895,2317896
91088.319001,2320721
91088.343644,2322336
91088.385911,2325106
91088.409959,2326681
91088.453248,2329518
91088.478532,2331175
91088.519501,2333860
91088.545212,2335545
91088.586472,2338249
91088.609574,2339763
91088.653779,2342660
91088.678406,2344274
91088.712250,2346492
91088.734818,2347971
91088.766572,2350052
91088.808182,2352779
91088.826249,2353963
91088.865800,2356555
91088.899766,2358781
91088.935746,2361139
91088.969437,2363347
91089.007706,2365855
91089.025239,2367004
91089.067048,2369744
91089.110215,2372573
91089.156113,2375581
91089.179429,2377109
91089.204041,2378722
91089.245133,2381415
91089.269715,2383026
91089.313126,2385871
91089.338685,2387546
91089.379548,2390224
91089.402939,2391757
91089.446473,2394609
91089.471680,2396261
91089.514039,2399037
91089.537629,2400583
91089.581040,2403428
91089.604066,2404937
91089.639741,2407275
91089.662720,2408781
91089.696656,2411005
91089.737656,2413692
91089.770753,2415861
91089.808121,2418310
91089.828995,2419678
91089.871232,2422446
91089.905030,2424661
91089.930009,2426298
91089.964600,2428565
91090.005601,2431252
91090.040940,2433568
91090.066697,2435256
91090.105530,2437801
91090.150529,2440750
91090.174317,2442309
91090.217972,2445170
91090.241807,2446732
91090.284043,2449500
91090.307084,2451010
91090.351258,2453905
91090.373536,2455365
91090.418610,2458318
91090.441971,2459849
91090.486603,2462774
91090.510194,2464320
91090.553269,2467143
91090.576554,2468669
91090.620087,2471522
91090.637055,2472634
91090.677048,2475255
91090.695817,2476485
91090.734605,2479027
91090.767731,2481198
91090.809815,2483956
91090.827622,2485123
91090.865128,2487581
91090.898621,2489776
91090.936875,2492283
91090.969880,2494446
91091.010789,2497127
91091.028519,2498289
91091.066361,2500769
91091.110718,2503676
91091.156480,2506675
91091.178956,2508148
91091.201569,2509630
91091.245576,2512514
91091.269364,2514073
91091.311936,2516863
91091.357545,2519852
91091.380311,2521344
91091.403138,2522840
91091.446305,2525668
91091.469926,2527216
91091.512757,2530023
91091.537385,2531637
91091.572205,2533919
91091.594758,2535397
91091.627839,2537565
91091.669312,2540283
91091.703950,2542553
91091.744919,2545238
91091.762467,2546388
91091.799134,2548791
91091.831666,2550923
91091.872330,2553588
91091.907075,2555865
91091.929764,2557352
91091.964265,2559613
91092.004639,2562259
91092.049210,2565180
91092.074113,2566812
91092.116486,2569589
91092.139908,2571124
91092.182496,2573915
91092.207658,2575564
91092.250489,2578371
91092.274903,2579971
91092.317658,2582773
91092.343812,2584487
91092.383774,2587106
91092.409669,2588802
91092.451157,2591521
91092.475480,2593115
91092.510911,2595437
91092.535508,2597049
91092.567475,2599144
91092.607453,2601764
91092.623505,2602816
91092.663773,2605455
91092.697129,2607641
91092.735078,2610128
91092.771577,2612520
91092.796281,2614139
91092.831574,2616452
91092.872208,2619115
91092.890610,2620321
91092.942200,2623702
91092.987214,2626652
91093.011765,2628261
91093.054703,2631075
91093.078416,2632629
91093.121735,2635468
91093.145707,2637039
91093.188721,2639858
91093.212830,2641438
91093.254548,2644172
91093.279832,2645829
91093.322129,2648601
91093.347565,2650268
91093.389847,2653039
91093.413361,2654579
91093.434846,2655987
91093.473893,2658546
91093.494340,2659886
91093.534806,2662538
91093.567811,2664701
91093.605179,2667150
91093.620179,2668133
91093.672974,2671593
91093.691209,2672788
91093.731721,2675443
91093.767686,2677800
91093.805314,2680266
91093.822526,2681394
91093.862046,2683984
91093.903092,2686674
91093.947755,2689601
91093.971924,2691185
91094.014786,2693994
91094.040467,2695677
91094.082154,2698409
91094.104447,2699870
91094.149140,2702799
91094.172562,2704334
91094.217881,2707304
91094.238572,2708660
91094.283967,2711635
91094.307831,2713199
91094.350648,2716005
91094.373383,2717495
91094.411896,2720018
91094.430955,2721267
91094.469544,2723796
91094.501893,2725916
91094.540116,2728421
91094.559586,2729697
91094.598206,2732228
91094.630219,2734326
91094.668000,2736802
91094.701417,2738992
91094.740632,2741562
91094.757859,2742691
91094.799119,2745395
91094.841157,2748150
91094.886948,2751151
91094.909714,2752643
91094.952759,2755464
91094.976853,2757043
91095.020356,2759894
91095.044861,2761500
91095.087311,2764282
91095.110642,2765811
91095.155686,2768763
91095.177079,2770165
91095.201432,2771761
91095.242280,2774438
91095.288514,2777468
91095.312226,2779022
91095.350220,2781512
91095.370728,2782856
91095.411454,2785524
91095.427872,2786600
91095.469102,2789302
91095.504471,2791620
91095.546128,2794350
91095.564728,2795569
91095.603516,2798111
91095.635163,2800185
91095.672227,2802614
91095.690278,2803797
91095.730714,2806447
91095.780686,2809722
91095.806275,2811399
91095.847779,2814119
91095.872803,2815759
91095.914124,2818467
91095.938660,2820075
91095.981019,2822851
91096.004502,2824390
91096.047547,2827211
91096.072205,2828827
91096.114762,2831616
91096.139146,2833214
91096.182160,2836033
91096.206269,2837613
91096.248917,2840408
91096.273743,2842035
91096.307191,2844227
91096.328446,2845620
91096.363221,2847899
91096.405305,2850657
91096.435456,2852632
91096.475968,2855287
91096.494141,2856478
91096.540375,2859508
91096.577485,2861940
91096.603684,2863657
91096.641511,2866136
91096.667176,2867818
91096.704255,2870248
91096.752152,2873387
91096.776414,2874977
91096.818375,2877727
91096.841492,2879242
91096.886201,2882172
91096.909745,2883715
91096.952042,2886487
91096.976853,2888113
91097.019822,2890929
91097.043412,2892475
91097.086671,2895310
91097.109925,2896834
91097.155106,2899795
91097.178116,2901303
91097.220872,2904105
91097.243638,2905597
91097.280961,2908043
91097.300782,2909342
91097.339768,2911897
91097.356675,2913005
91097.399476,2915810
91097.432572,2917978
91097.470109,2920438
91097.503602,2922633
91097.542878,2925207
91097.563691,2926571
91097.602708,2929128
91097.636292,2931329
91097.673218,2933749
91097.691361,2934938
91097.734513,2937766
91097.778947,2940678
91097.803300,2942274
91097.847016,2945139
91097.873673,2946886
91097.912736,2949446
91097.938157,2951112
91097.981400,2953946
91098.004533,2955462
91098.047486,2958277
91098.072846,2959939
91098.113999,2962636
91098.139664,2964318
91098.181397,2967053
91098.204117,2968542
91098.236985,2970696
91098.271989,2972990
91098.288117,2974047
91098.339829,2977436
91098.355607,2978470
91098.394730,2981034
91098.426758,2983132
91098.465043,2985641
91098.499665,2987910
91098.538697,2990468
91098.555070,2991541
91098.617249,2995616
91098.641999,2997238
91098.684647,3000033
91098.707551,3001534
91098.751084,3004387
91098.774155,3005899
91098.819199,3008851
91098.842652,3010388
91098.884949,3013160
91098.909653,3014779
91098.952042,3017557
91098.976075,3019132
91099.019562,3021982
91099.044022,3023585
91099.086777,3026387
91099.109132,3027852
91099.150498,3030563
91099.169755,3031825
91099.209000,3034397
91099.225053,3035449
91099.264237,3038017
91099.298890,3040288
91099.342942,3043175
91099.358414,3044189
91099.398591,3046822
91099.432404,3049037
91099.468583,3051408
91099.503281,3053682
91099.554383,3057031
91099.578095,3058585
91099.622117,3061470
91099.645203,3062983
91099.688660,3065831
91099.713029,3067428
91099.756409,3070271
91099.779648,3071794
91099.802491,3073291
91099.846009,3076143
91099.870209,3077729
91099.913468,3080564
91099.937257,3082123
91099.980500,3084957
91100.004670,3086541
91100.046433,3089278
91100.071122,3090896
91100.105225,3093131
91100.130051,3094758
91100.164124,3096991
91100.202820,3099527
91100.236176,3101713
91100.272828,3104115
91100.290314,3105261
91100.332139,3108002
91100.365876,3110213
91100.404969,3112775
91100.421754,3113874
91100.473496,3117265
91100.490052,3118350
91100.537781,3121478
91100.582459,3124406
91100.608124,3126088
91100.649857,3128823
91100.675217,3130485
91100.716721,3133205
91100.740815,3134784
91100.783997,3137614
91100.807816,3139175
91100.851472,3142036
91100.875001,3143578
91100.917496,3146363
91100.942002,3147969
91100.985093,3150793
91101.010346,3152448
91101.046998,3154850
91101.072861,3156545
91101.109254,3158930
91101.132493,3160453
91101.166444,3162678
91101.207658,3165379
91101.225800,3166568
91101.264664,3169115
91101.297745,3171283
91101.337372,3173880
91101.355897,3175094
91101.391312,3177415
91101.423783,3179542
91101.462083,3182052
91101.499772,3184522
91101.542924,3187350
91101.566804,3188915
91101.610886,3191804
91101.634247,3193335
91101.677643,3196179
91101.700226,3197659
91101.744294,3200547
91101.767350,3202058
91101.811402,3204945
91101.835877,3206549
91101.880936,3209502
91101.902283,3210901
91101.946183,3213778
91101.968308,3215228
91102.006653,3217741
91102.025696,3218989
91102.064103,3221506
91102.097535,3223697
91102.137269,3226301
91102.170304,3228466
91102.209794,3231054
91102.226929,3232177
91102.269746,3234983
91102.302674,3237141
91102.342881,3239776
91102.360902,3240957
91102.397141,3243332
91102.436997,3245943
91102.481995,3248892
91102.504838,3250389
91102.549470,3253314
91102.572571,3254828
91102.616364,3257698
91102.638322,3259137
91102.682648,3262042
91102.706284,3263591
91102.751389,3266547
91102.773408,3267990
91102.816926,3270842
91102.839509,3272322
91102.884049,3275241
91102.907792,3276797
91102.950913,3279623
91102.969681,3280853
91103.007294,3283318
91103.024720,3284460
91103.063981,3287033
91103.098099,3289269
91103.136887,3291811
91103.154984,3292997
91103.210160,3296613
91103.226655,3297694
91103.265229,3300222
91103.298020,3302371
91103.337128,3304934
91103.375245,3307432
91103.419953,3310361
91103.443741,3311920
91103.486542,3314725
91103.509553,3316233
91103.554047,3319149
91103.576676,3320632
91103.620667,3323515
91103.644227,3325059
91103.688279,3327946
91103.712113,3329508
91103.755006,3332319
91103.778794,3333878
91103.821854,3336700
91103.844926,3338212
91103.882859,3340698
91103.902009,3341953
91103.942612,3344614
91103.961137,3345828
91104.001359,3348464
91104.035172,3350680
91104.071793,3353080
91104.087784,3354128
91104.139847,3357540
91104.158845,3358785
91104.201981,3361612
91104.235322,3363797
91104.272690,3366246
91104.291947,3367508
91104.335435,3370358
91104.379853,3373269
91104.404084,3374857
91104.447007,3377669
91104.472443,3379336
91104.514466,3382090
91104.538727,3383680
91104.581711,3386497
91104.605988,3388088
91104.648530,3390876
91104.672410,3392441
91104.715501,3395265
91104.739060,3396809
91104.782563,3399660
