# timestamps [seconds],pts
91104.803528,3401034
91104.840058,3403428
91104.862580,3404904
91104.896531,3407129
91104.940552,3410014
91104.956910,3411086
91104.995896,3413641
91105.030137,3415885
91105.071229,3418578
91105.107148,3420932
91105.131318,3422516
91105.163590,3424631
91105.202592,3427187
91105.240113,3429646
91105.285081,3432593
91105.308701,3434141
91105.352189,3436991
91105.375535,3438521
91105.420273,3441452
91105.442124,3442884
91105.486771,3445810
91105.509919,3447327
91105.553590,3450189
91105.576188,3451670
91105.619828,3454530
91105.644684,3456159
91105.686967,3458930
91105.711152,3460515
91105.754975,3463387
91105.770875,3464429
91105.810654,3467036
91105.827820,3468161
91105.868928,3470855
91105.901963,3473020
91105.944535,3475810
91105.961930,3476950
91106.000092,3479451
91106.035340,3481761
91106.077973,3484555
91106.094330,3485627
91106.134812,3488280
91106.167741,3490438
91106.211686,3493318
91106.235444,3494875
91106.279145,3497739
91106.302903,3499296
91106.346482,3502152
91106.369996,3503693
91106.412919,3506505
91106.436997,3508083
91106.480347,3510924
91106.503663,3512452
91106.548569,3515395
91106.570710,3516846
91106.614274,3519701
91106.637925,3521251
91106.682496,3524172
91106.705598,3525686
91106.748795,3528517
91106.766602,3529684
91106.807954,3532394
91106.826218,3533591
91106.866028,3536200
91106.899140,3538370
91106.940583,3541086
91106.972291,3543164
91106.994370,3544611
91107.029389,3546906
91107.070496,3549600
91107.106080,3551932
91107.144318,3554438
91107.162522,3555631
91107.206315,3558501
91107.251282,3561448
91107.275635,3563044
91107.318284,3565839
91107.343018,3567460
91107.385010,3570212
91107.408951,3571780
91107.452454,3574631
91107.476487,3576206
91107.518723,3578974
91107.544236,3580646
91107.585908,3583377
91107.609879,3584948
91107.653672,3587818
91107.676758,3589331
91107.713669,3591750
91107.736787,3593265
91107.767243,3595261
91107.804017,3597671
91107.836487,3599799
91107.875367,3602347
91107.894227,3603583
91107.934357,3606213
91107.970856,3608605
91108.010468,3611201
91108.029603,3612455
91108.068787,3615023
91108.100144,3617078
91108.144684,3619997
91108.168397,3621551
91108.211610,3624383
91108.235840,3625971
91108.278870,3628791
91108.302079,3630312
91108.346223,3633205
91108.369218,3634712
91108.412583,3637553
91108.436204,3639101
91108.480897,3642030
91108.504838,3643599
91108.547806,3646415
91108.570740,3647918
91108.613785,3650739
91108.637223,3652275
91108.677094,3654888
91108.694688,3656041
91108.737824,3658868
91108.770859,3661033
91108.792725,3662466
91108.825928,3664642
91108.863877,3667129
91108.896470,3669265
91108.935013,3671791
91108.973176,3674292
91109.011109,3676778
91109.029145,3677960
91109.068207,3680520
91109.104951,3682928
91109.149705,3685861
91109.173218,3687402
91109.217850,3690327
91109.240449,3691808
91109.283768,3694647
91109.307038,3696172
91109.351105,3699060
91109.373444,3700524
91109.418290,3703462
91109.439820,3704873
91109.485032,3707836
91109.508439,3709370
91109.552766,3712275
91109.575211,3713746
91109.618653,3716593
91109.637040,3717798
91109.675461,3720316
91109.691697,3721380
91109.732148,3724031
91109.767441,3726344
91109.809785,3729119
91109.826935,3730243
91109.865876,3732795
91109.899232,3734981
91109.940140,3737662
91109.958649,3738875
91110.000672,3741629
91110.033158,3743758
91110.077347,3746654
91110.101105,3748211
91110.144593,3751061
91110.167908,3752589
91110.211320,3755434
91110.234055,3756924
91110.277939,3759800
91110.300889,3761304
91110.345353,3764218
91110.368210,3765716
91110.412080,3768590
91110.435013,3770093
91110.479188,3772988
91110.503480,3774580
91110.546204,3777380
91110.569291,3778893
91110.608384,3781455
91110.626145,3782619
91110.669373,3785452
91110.702637,3787632
91110.741349,3790169
91110.760438,3791420
91110.797532,3793851
91110.829941,3795975
91110.870667,3798644
91110.903275,3800781
91110.942444,3803348
91110.960908,3804558
91111.001221,3807200
91111.037583,3809583
91111.082551,3812530
91111.106095,3814073
91111.149293,3816904
91111.172730,3818440
91111.216370,3821300
91111.239258,3822800
91111.283356,3825690
91111.306657,3827217
91111.350388,3830083
91111.372864,3831556
91111.417618,3834488
91111.441132,3836029
91111.484284,3838857
91111.506959,3840343
91111.546982,3842966
91111.566270,3844230
91111.607239,3846915
91111.622819,3847936
91111.663788,3850621
91111.696442,3852761
91111.734666,3855266
91111.768952,3857513
91111.803467,3859775
91111.821793,3860976
91111.875184,3864475
91111.892579,3865615
91111.932709,3868245
91111.965684,3870406
91112.009888,3873303
91112.032777,3874803
91112.076371,3877660
91112.099351,3879166
91112.143052,3882030
91112.165894,3883527
91112.211457,3886513
91112.234391,3888016
91112.277939,3890870
91112.300843,3892371
91112.344254,3895216
91112.367600,3896746
91112.411317,3899610
91112.435914,3901222
91112.473954,3903715
91112.491059,3904836
91112.535218,3907730
91112.569001,3909944
91112.609910,3912625
91112.627976,3913809
91112.667939,3916428
91112.702225,3918675
91112.739381,3921110
91112.756608,3922239
91112.796815,3924874
91112.830994,3927114
91112.870774,3929721
91112.903001,3931833
91112.947434,3934745
91112.969681,3936203
91113.015595,3939212
91113.039399,3940772
91113.086014,3943827
91113.106400,3945163
91113.148179,3947901
91113.171570,3949434
91113.215333,3952302
91113.239625,3953894
91113.283463,3956767
91113.306199,3958257
91113.349412,3961089
91113.372925,3962630
91113.411225,3965139
91113.430405,3966396
91113.472291,3969141
91113.489869,3970293
91113.529755,3972907
91113.562791,3975072
91113.606827,3977958
91113.623704,3979064
91113.662614,3981614
91113.696641,3983844
91113.731370,3986120
91113.763657,3988236
91113.804200,3990893
91113.822800,3992112
91113.863648,3994789
91113.907853,3997686
91113.954179,4000722
91113.977158,4002228
91114.019959,4005033
91114.045045,4006677
91114.087235,4009442
91114.109620,4010909
91114.153977,4013816
91114.176926,4015320
91114.220704,4018189
91114.244187,4019728
91114.287965,4022597
91114.311127,4024115
91114.352082,4026799
91114.369202,4027921
91114.406693,4030378
91114.424271,4031529
91114.467072,4034334
91114.500214,4036506
91114.542344,4039267
91114.559678,4040403
91114.600953,4043108
91114.637070,4045475
91114.679703,4048269
91114.697373,4049427
91114.737931,4052085
91114.770158,4054197
91114.813065,4057009
91114.836365,4058536
91114.880295,4061415
91114.901810,4062825
91114.946442,4065750
91114.971009,4067360
91115.014481,4070209
91115.039231,4071831
91115.082566,4074671
91115.105408,4076168
91115.148194,4078972
91115.170579,4080439
91115.215546,4083386
91115.239030,4084925
91115.284058,4087876
91115.304581,4089221
91115.343613,4091779
91115.362137,4092993
91115.398469,4095374
91115.431077,4097510
91115.472855,4100248
91115.505662,4102398
91115.547028,4105109
91115.564439,4106250
91115.606782,4109025
91115.639832,4111191
91115.661835,4112633
91115.698746,4115052
91115.750870,4118468
91115.795563,4121397
91115.819764,4122983
91115.841828,4124429
91115.886460,4127354
91115.909760,4128881
91115.953858,4131771
91115.977326,4133309
91116.018723,4136022
91116.043030,4137615
91116.086579,4140469
91116.108658,4141916
91116.153107,4144829
91116.175858,4146320
91116.221284,4149297
91116.244797,4150838
91116.286683,4153583
91116.304902,4154777
91116.342988,4157273
91116.360764,4158438
91116.399583,4160982
91116.432389,4163131
91116.473969,4165856
91116.494797,4167221
91116.540696,4170229
91116.581635,4172912
91116.606797,4174561
91116.644562,4177036
91116.665482,4178407
91116.711487,4181422
91116.757020,4184406
91116.779389,4185872
91116.802811,4187407
91116.845948,4190234
91116.869309,4191765
91116.912781,4194614
91116.936173,4196147
91116.979172,4198965
91117.004090,4200598
91117.048905,4203535
91117.073075,4205119
91117.114258,4207818
91117.137772,4209359
91117.182160,4212268
91117.206620,4213871
91117.240311,4216079
91117.262177,4217512
91117.292679,4219511
91117.327820,4221814
91117.360612,4223963
91117.398896,4226472
91117.431672,4228619
91117.474580,4231431
91117.491395,4232533
91117.529923,4235058
91117.562867,4237217
91117.599976,4239649
91117.634995,4241944
91117.674546,4244536
91117.695634,4245918
91117.739289,4248779
91117.783845,4251699
91117.808701,4253328
91117.850648,4256077
91117.874665,4257651
91117.917802,4260478
91117.942704,4262110
91117.986359,4264971
91118.010300,4266540
91118.051942,4269269
91118.078110,4270984
91118.118867,4273655
91118.143647,4275279
91118.175568,4277371
91118.197770,4278826
91118.231980,4281068
91118.267838,4283418
91118.300202,4285539
91118.337952,4288013
91118.370164,4290124
91118.410294,4292753
91118.426774,4293833
91118.465287,4296357
91118.499558,4298603
91118.535737,4300974
91118.577912,4303738
91118.621735,4306610
91118.645203,4308148
91118.688706,4310999
91118.712128,4312534
91118.755387,4315369
91118.779298,4316936
91118.822449,4319764
91118.845719,4321289
91118.871918,4323006
91118.911194,4325580
91118.936372,4327230
91118.978623,4329999
91119.003968,4331660
91119.046387,4334440
91119.071397,4336079
91119.106766,4338397
91119.129029,4339856
91119.161957,4342014
91119.202912,4344698
91119.238923,4347058
91119.281754,4349865
91119.298691,4350975
91119.338166,4353562
91119.354569,4354637
91119.406510,4358041
91119.424241,4359202
91119.461182,4361623
91119.494126,4363782
91119.537858,4366648
91119.582444,4369570
91119.605973,4371112
91119.649415,4373959
91119.673981,4375569
91119.717438,4378417
91119.742768,4380077
91119.783768,4382764
91119.807816,4384340
91119.850587,4387143
91119.873994,4388677
91119.917573,4391533
91119.941910,4393128
91119.984894,4395945
91120.008912,4397519
91120.051819,4400331
91120.078705,4402093
91120.120331,4404821
91120.146760,4406553
91120.181611,4408837
91120.205582,4410408
91120.239701,4412644
91120.262009,4414106
91120.297623,4416440
91120.337983,4419085
91120.373276,4421398
91120.397095,4422959
91120.430970,4425178
91120.469926,4427731
91120.503556,4429935
91120.543275,4432538
91120.567078,4434098
91120.609711,4436892
91120.633179,4438430
91120.677598,4441341
91120.699891,4442802
91120.744782,4445744
91120.767579,4447238
91120.810975,4450082
91120.836274,4451740
91120.878159,4454485
91120.901047,4455985
91120.945084,4458871
91120.967972,4460371
91121.011857,4463247
91121.028916,4464365
91121.068925,4466987
91121.103150,4469230
91121.141694,4471756
91121.160035,4472958
91121.202027,4475710
91121.235993,4477936
91121.273789,4480413
91121.293091,4481678
91121.331864,4484219
91121.363969,4486323
91121.402711,4488862
91121.436936,4491104
91121.481736,4494040
91121.505250,4495581
91121.548020,4498384
91121.572419,4499983
91121.615525,4502808
91121.638718,4504328
91121.682709,4507211
91121.706254,4508754
91121.749345,4511578
91121.772050,4513066
91121.816315,4515967
91121.840333,4517541
91121.882706,4520318
91121.906342,4521867
91121.951035,4524796
91121.973298,4526255
91122.012437,4528820
91122.030488,4530003
91122.071610,4532698
91122.107545,4535053
91122.128403,4536420
91122.163178,4538699
91122.202119,4541251
91122.235947,4543468
91122.276017,4546094
91122.291962,4547139
91122.330765,4549682
91122.363892,4551853
91122.400483,4554251
91122.441422,4556933
91122.486573,4559892
91122.510483,4561459
91122.552949,4564242
91122.578141,4565893
91122.620179,4568648
91122.643250,4570160
91122.687577,4573065
91122.711198,4574613
91122.754258,4577435
91122.778870,4579048
91122.822846,4581930
91122.847321,4583534
91122.872742,4585200
91122.910874,4587699
91122.933961,4589212
91122.966706,4591358
91123.003724,4593784
91123.023347,4595070
91123.059464,4597437
91123.090714,4599485
91123.128907,4601988
91123.162064,4604161
91123.201600,4606752
91123.234467,4608906
91123.273347,4611454
91123.291688,4612656
91123.328721,4615083
91123.368851,4617713
91123.413193,4620618
91123.436799,4622165
91123.480454,4625026
91123.503892,4626562
91123.547455,4629417
91123.570161,4630905
91123.615693,4633889
91123.638062,4635355
91123.682481,4638266
91123.706010,4639808
91123.748612,4642600
91123.771470,4644098
91123.814957,4646948
91123.838700,4648504
91123.876252,4650965
91123.895905,4652253
91123.937867,4655003
91123.971375,4657199
91123.996796,4658865
91124.030976,4661105
91124.072953,4663856
91124.089677,4664952
91124.130830,4667649
91124.164109,4669830
91124.203614,4672419
91124.235688,4674521
91124.280289,4677444
91124.298447,4678634
91124.340836,4681412
91124.363358,4682888
91124.408097,4685819
91124.433381,4687476
91124.483887,4690786
91124.507020,4692302
91124.563477,4696002
91124.589860,4697731
91124.621934,4699833
91124.640763,4701067
91124.678361,4703531
91124.699250,4704900
91124.742524,4707736
91124.766282,4709293
91124.809464,4712123
91124.833619,4713706
91124.877274,4716567
91124.899613,4718031
91124.943528,4720909
91124.966630,4722423
91125.010758,4725315
91125.034928,4726899
91125.077729,4729704
91125.094437,4730799
91125.135468,4733488
91125.167512,4735588
91125.206162,4738121
91125.224061,4739294
91125.262879,4741838
91125.297379,4744099
91125.334656,4746542
91125.369187,4748805
91125.409440,4751442
91125.426697,4752573
91125.469361,4755369
91125.506348,4757793
91125.558564,4761215
91125.583131,4762825
91125.613480,4764814
91125.647721,4767058
91125.671433,4768612
91125.716050,4771536
91125.741059,4773175
91125.781708,4775839
91125.805848,4777421
91125.847581,4780156
91125.871567,4781728
91125.914643,4784551
91125.939225,4786162
91125.982514,4788999
91126.008149,4790679
91126.049454,4793386
91126.072343,4794886
91126.109223,4797303
91126.132233,4798811
91126.166093,4801030
91126.210129,4803916
91126.230988,4805283
91126.273926,4808097
91126.291520,4809250
91126.332261,4811920
91126.365113,4814073
91126.406769,4816803
91126.425248,4818013
91126.462815,4820475
91126.496247,4822666
91126.540940,4825595
91126.585633,4828524
91126.612580,4830290
91126.652421,4832901
91126.677231,4834527
91126.719239,4837280
91126.743622,4838878
91126.788132,4841795
91126.814652,4843533
91126.854096,4846118
91126.878251,4847701
91126.920930,4850498
91126.945084,4852081
91126.987321,4854849
91127.012620,4856507
91127.049943,4858953
91127.074540,4860565
91127.111924,4863015
91127.135697,4864573
91127.167222,4866639
91127.206315,4869201
91127.225541,4870461
91127.263032,4872918
91127.297745,4875193
91127.337876,4877823
91127.355042,4878948
91127.413804,4882798
91127.432892,4884049
91127.475693,4886854
91127.493134,4887997
91127.535187,4890753
91127.579468,4893655
91127.603638,4895239
91127.716035,4902605
91127.741837,4904296
91127.783585,4907032
91127.803376,4908329
91127.848054,4911257
91127.871766,4912811
91127.914887,4915637
91127.938233,4917167
91127.981934,4920031
91127.999314,4921170
91128.045075,4924169
91128.065201,4925488
91128.105775,4928147
91128.140595,4930429
91128.163499,4931930
91128.194352,4933952
91128.236771,4936732
91128.267274,4938731
91128.306046,4941272
91128.323182,4942395
91128.363160,4945015
91128.395402,4947128
91128.440034,4950052
91128.484681,4952978
91128.509614,4954612
91128.550904,4957318
91128.576676,4959007
91128.619034,4961783
91128.643113,4963361
91128.685502,4966139
91128.710587,4967783
91128.751649,4970474
91128.776780,4972121
91128.819062,4974892
91128.842972,4976459
91128.886353,4979302
91128.910569,4980889
91128.953202,4983683
91128.977616,4985283
91129.009949,4987402
91129.033646,4988955
91129.069199,4991285
91129.105851,4993687
91129.123612,4994851
91129.166062,4997633
91129.199586,4999830
91129.238908,5002407
91129.272675,5004620
91129.299210,5006359
91129.333634,5008615
91129.373093,5011201
91129.393113,5012513
91129.433350,5015149
91129.478669,5018119
91129.503953,5019776
91129.545823,5022520
91129.569535,5024074
91129.612351,5026880
91129.637208,5028509
91129.679993,5031313
91129.704606,5032926
91129.747300,5035724
91129.771790,5037329
91129.815583,5040199
91129.843125,5042004
91129.880738,5044469
91129.904038,5045996
91129.940140,5048362
91129.963807,5049913
91129.998810,5052207
91130.039155,5054851
91130.074830,5057189
91130.097657,5058685
91130.130189,5060817
91130.172532,5063592
91130.205048,5065723
91130.250764,5068719
91130.269013,5069915
91130.306473,5072370
91130.323289,5073472
91130.362702,5076055
91130.405274,5078845
91130.450226,5081790
91130.474641,5083390
91130.517731,5086214
91130.541444,5087768
91130.585084,5090628
91130.608643,5092172
91130.651612,5094988
91130.675736,5096569
91130.719453,5099434
91130.742097,5100918
91130.786622,5103836
91130.808518,5105271
91130.851273,5108073
91130.875077,5109633
91130.914124,5112192
91130.932755,5113413
91130.971604,5115959
91130.990205,5117178
91131.032105,5119924
91131.067048,5122214
91131.106263,5124784
91131.123078,5125886
91131.165269,5128651
91131.199082,5130867
91131.245255,5133893
91131.265626,5135228
91131.307526,5137974
91131.333115,5139651
91131.378144,5142602
91131.422867,5145532
91131.450043,5147313
91131.471131,5148695
91131.512406,5151400
91131.534470,5152846
91131.580033,5155832
91131.603165,5157348
91131.645737,5160138
91131.669495,5161695
91131.712693,5164526
91131.736146,5166063
91131.780381,5168962
91131.802659,5170422
91131.846833,5173317
91131.863663,5174420
91131.902253,5176949
91131.935593,5179134
91131.975083,5181722
91131.993897,5182955
91132.037629,5185821
91132.073075,5188144
91132.095185,5189593
91132.125931,5191608
91132.164002,5194103
91132.197755,5196315
91132.238419,5198980
91132.273041,5201249
91132.297120,5202827
91132.337571,5205478
91132.382630,5208431
91132.406327,5209984
91132.449357,5212803
91132.472108,5214294
91132.517167,5217247
91132.540147,5218753
91132.583939,5221623
91132.607194,5223147
91132.651231,5226033
91132.674119,5227533
91132.717805,5230396
91132.740647,5231893
91132.788010,5234997
91132.853974,5239320
91132.872101,5240508
91132.924271,5243927
91132.942536,5245124
91132.967225,5246742
91133.000245,5248906
91133.038163,5251391
91133.055299,5252514
91133.108765,5256018
91133.125260,5257099
91133.164796,5259690
91133.199830,5261986
91133.238297,5264507
91133.276032,5266980
91133.320603,5269901
91133.344041,5271437
91133.388428,5274346
91133.411164,5275835
91133.453950,5278639
91133.478196,5280228
91133.521897,5283092
91133.544877,5284598
91133.588914,5287484
91133.612137,5289006
91133.636628,5290611
91133.678849,5293378
91133.703187,5294973
91133.746552,5297815
91133.772660,5299526
91133.806214,5301725
91133.829163,5303229
91133.861527,5305350
91133.896851,5307665
91133.931428,5309931
91133.970994,5312524
91134.005799,5314805
91134.027329,5316216
91134.061539,5318458
91134.103776,5321226
91134.136887,5323396
91134.173768,5325813
91134.194291,5327158
91134.237641,5329999
91134.281464,5332871
91134.306061,5334483
91134.348618,5337272
91134.372376,5338829
91134.414841,5341611
91134.440278,5343278
91134.484009,5346144
91134.511491,5347945
91134.549637,5350445
91134.574403,5352068
91134.616852,5354850
91134.642411,5356525
91134.683274,5359203
91134.706788,5360744
91134.740464,5362951
91134.765977,5364623
91134.800507,5366886
91134.841233,5369555
91134.858079,5370659
91134.896790,5373196
91134.929749,5375356
91134.966111,5377739
91134.997971,5379827
91135.038712,5382497
91135.070008,5384548
91135.109284,5387122
91135.131959,5388608
91135.175202,5391442
91135.198701,5392982
91135.242417,5395847
91135.286469,5398734
91135.310761,5400326
91135.353669,5403138
91135.378220,5404747
91135.420762,5407534
91135.445222,5409137
91135.487900,5411934
91135.512009,5413514
91135.554307,5416286
91135.578843,5417894
91135.623002,5420788
91135.646592,5422334
91135.663697,5423455
91135.700837,5425889
91135.733399,5428023
91135.772919,5430613
91135.792542,5431899
91135.835404,5434708
91135.868577,5436882
91135.905060,5439273
91135.926209,5440659
91135.963685,5443115
91135.995988,5445232
91136.037171,5447931
91136.070512,5450116
91136.094910,5451715
91136.135270,5454360
91136.180863,5457348
91136.203767,5458849
91136.247224,5461697
91136.270905,5463249
91136.316056,5466208
91136.338807,5467699
91136.381898,5470523
91136.404771,5472022
91136.449509,5474953
91136.472764,5476477
91136.515427,5479273
91136.539002,5480818
91136.582947,5483698
91136.602494,5484979
91136.644105,5487706
91136.662858,5488935
91136.699921,5491364
91136.735688,5493708
91136.773957,5496216
91136.791215,5497347
91136.828950,5499820
91136.862778,5502037
91136.901627,5504583
91136.934403,5506731
91136.973984,5509325
91136.990418,5510402
91137.030228,5513011
91137.074189,5515892
91137.119294,5518848
91137.141984,5520335
91137.185578,5523192
91137.208970,5524725
91137.252274,5527563
91137.275468,5529083
91137.318711,5531917
91137.342713,5533490
91137.386689,5536372
91137.409241,5537849
91137.453507,5540750
91137.476655,5542267
91137.520844,5545163
91137.544144,5546690
91137.583100,5549243
91137.601395,5550442
91137.640305,5552992
91137.656907,5554080
91137.695054,5556580
91137.728654,5558782
91137.767365,5561319
91137.802003,5563589
91137.838486,5565980
91137.857194,5567206
91137.896805,5569802
91137.927949,5571843
91137.967469,5574433
91138.012467,5577382
91138.036057,5578928
91138.084260,5582087
91138.106705,5583558
91138.147004,5586199
91138.172150,5587847
91138.214051,5590593
91138.238434,5592191
91138.281129,5594989
91138.303849,5596478
91138.347214,5599320
91138.373978,5601074
91138.413666,5603674
91138.439133,5605343
91138.481934,5608148
91138.505189,5609672
91138.537751,5611806
91138.559449,5613228
91138.592911,5615421
91138.630891,5617910
91138.665543,5620181
91138.705338,5622789
91138.739319,5625016
91138.760499,5626404
91138.795426,5628693
91138.836228,5631367
91138.867417,5633411
91138.905961,5635937
91138.921616,5636963
91138.984330,5641073
91139.007554,5642595
91139.050355,5645400
91139.073746,5646933
91139.118363,5649857
91139.142075,5651411
91139.184785,5654210
91139.207108,5655673
91139.251069,5658554
91139.274934,5660118
91139.318375,5662965
91139.342606,5664553
91139.386765,5667447
91139.409714,5668950
91139.446839,5671383
91139.466843,5672694
91139.504029,5675131
91139.521378,5676268
91139.576325,5679869
91139.592866,5680953
91139.634309,5683669
91139.670228,5686023
91139.710435,5688658
91139.728028,5689811
91139.765320,5692255
91139.800599,5694567
91139.836930,5696948
91139.855851,5698188
91139.900391,5701107
91139.943925,5703960
91139.989655,5706957
91140.012452,5708451
91140.035950,5709991
91140.078660,5712790
91140.102860,5714376
91140.145249,5717154
91140.170655,5718819
91140.212449,5721558
91140.238160,5723243
91140.279206,5725933
91140.304505,5727591
91140.346726,5730358
91140.370270,5731901
91140.407014,5734309
91140.428971,5735747
91140.463502,5738010
91140.503113,5740606
91140.536973,5742825
91140.577195,5745461
91140.594605,5746602
91140.637986,5749445
91140.674988,5751870
91140.695054,5753185
91140.729722,5755457
91140.767701,5757946
91140.800873,5760120
91140.840470,5762715
91140.860764,5764045
91140.904923,5766939
91140.949509,5769861
91140.973069,5771405
91141.016160,5774229
91141.041856,5775913
91141.084336,5778697
91141.108720,5780295
91141.150651,5783043
91141.175187,5784651
91141.217774,5787442
91141.242371,5789054
91141.284653,5791825
91141.308610,5793395
91141.350999,5796173
91141.374039,5797683
91141.408341,5799930
91141.431275,5801433
91141.464570,5803615
91141.506394,5806356
91141.525712,5807622
91141.567460,5810358
91141.602784,5812673
91141.643250,5815325
91141.661774,5816539
91141.698579,5818951
91141.731324,5821097
91141.767152,5823445
91141.810837,5826308
91141.853821,5829125
91141.877076,5830649
91141.921235,5833543
91141.944398,5835061
91141.988404,5837945
91142.011185,5839438
91142.055146,5842319
91142.079117,5843890
91142.122025,5846702
91142.145569,5848245
91142.188859,5851082
91142.211899,5852592
91142.256974,5855546
91142.280045,5857058
91142.302613,5858537
91142.339585,5860960
91142.362229,5862444
91142.394868,5864583
91142.435197,5867225
91142.469361,5869464
91142.506959,5871928
91142.525666,5873154
91142.561204,5875483
91142.591416,5877463
91142.628724,5879908
91142.663087,5882160
91142.704484,5884873
91142.737092,5887010
91142.781037,5889890
91142.803651,5891372
91142.848817,5894332
91142.871888,5895844
91142.915223,5898684
91142.938340,5900199
91142.981644,5903037
91143.005646,5904610
91143.049393,5907477
91143.072205,5908972
91143.115052,5911780
91143.140107,5913422
91143.182770,5916218
91143.206483,5917772
91143.251023,5920691
91143.274003,5922197
91143.312501,5924720
91143.330216,5925881
91143.367341,5928314
91143.400147,5930464
91143.440568,5933112
91143.462937,5934578
91143.501343,5937095
91143.534196,5939248
91143.571595,5941699
91143.589432,5942868
91143.629639,5945503
91143.664597,5947794
91143.701020,5950181
91143.742432,5952895
91143.785432,5955713
91143.810334,5957345
91143.853730,5960189
91143.877274,5961732
91143.920121,5964540
91143.943772,5966090
91143.987107,5968930
91144.011399,5970522
91144.054612,5973354
91144.078385,5974912
91144.121033,5977707
91144.144654,5979255
91144.189042,5982164
91144.212159,5983679
91144.236802,5985294
91144.270173,5987481
91144.305955,5989826
91144.324387,5991034
91144.363007,5993565
91144.395081,5995667
91144.435044,5998285
91144.469147,6000520
91144.507630,6003042
91144.525986,6004245
91144.563111,6006678
91144.596757,6008883
91144.638383,6011611
91144.661576,6013131
91144.702592,6015819
91144.746827,6018718
91144.771653,6020345
91144.814652,6023163
91144.839799,6024811
91144.881409,6027538
91144.906174,6029161
91144.948762,6031952
91144.972642,6033517
91145.015595,6036332
91145.040665,6037975
91145.083222,6040764
91145.107850,6042378
91145.149628,6045116
91145.171815,6046570
91145.205598,6048784
91145.227051,6050190
91145.261582,6052453
91145.300126,6054979
91145.333771,6057184
91145.373704,6059801
91145.390336,6060891
91145.429429,6063452
91145.463288,6065671
91145.500931,6068138
91145.533601,6070279
91145.567490,6072500
91145.618378,6075835
91145.642914,6077443
91145.685837,6080256
91145.710725,6081887
91145.752579,6084630
91145.776963,6086228
91145.820374,6089073
91145.846467,6090783
91145.886017,6093375
91145.910462,6094977
91145.953873,6097822
91145.977708,6099384
91146.020478,6102187
91146.046158,6103870
91146.087845,6106602
91146.113038,6108253
91146.145127,6110356
91146.167039,6111792
91146.199814,6113940
91146.235627,6116287
91146.268525,6118443
91146.305939,6120895
91146.323319,6122034
91146.362565,6124606
91146.394623,6126707
91146.430863,6129081
91146.463685,6131232
91146.504166,6133885
91146.534775,6135891
91146.579194,6138802
91146.601716,6140278
91146.646149,6143190
91146.669587,6144726
91146.713547,6147607
91146.737137,6149153
91146.779908,6151956
91146.803269,6153487
91146.846802,6156340
91146.870484,6157892
91146.914078,6160749
91146.937226,6162266
91146.980912,6165129
91147.003739,6166625
91147.042100,6169139
91147.060746,6170361
91147.100159,6172944
91147.131547,6175001
91147.171738,6177635
91147.205506,6179848
91147.228608,6181362
91147.261124,6183493
91147.305436,6186397
91147.339585,6188635
91147.364716,6190282
91147.398637,6192505
91147.439408,6195176
91147.472977,6197376
91147.497742,6198999
91147.540574,6201806
91147.584977,6204716
91147.608460,6206255
91147.650117,6208985
91147.675385,6210641
91147.718735,6213482
91147.741227,6214956
91147.785447,6217854
